job_id,machine_type,product_type,material_type,quantity,operator_experience_years,setup_complexity,machine_age_years,ambient_temperature_c,shift,day_of_week,production_time_min,energy_kwh
J00870,Assembly,D,Plastic,244,5,5,1,22.1,Night,Tue,352.1,19.5
J00871,Press,D,Composite,153,9,5,9,31.7,Night,Fri,242.8,42.34
J00872,Welding,B,Steel,312,7,5,10,25.9,Evening,Wed,1105.9,230.79
J00873,Lathe,E,Composite,259,15,4,4,23.9,Morning,Sat,480.0,41.81
J00874,Assembly,E,Plastic,373,6,2,6,28.1,Evening,Sat,495.3,27.66
J00875,Assembly,A,Composite,208,15,3,1,26.0,Morning,Fri,292.2,18.19
J00876,Press,E,Composite,63,5,2,6,32.4,Night,Sun,107.1,19.59
J00877,Press,D,Composite,283,14,5,7,23.6,Evening,Sat,352.4,59.6
J00878,CNC,D,Steel,134,8,2,4,30.6,Night,Sat,399.7,57.34
J00879,Lathe,A,Composite,186,5,5,7,28.5,Morning,Fri,436.8,42.77
J00880,CNC,C,Aluminum,383,11,3,5,22.5,Night,Sat,970.8,115.75
J00881,Assembly,E,Plastic,342,11,2,5,28.5,Evening,Sun,417.0,23.3
J00882,Assembly,A,Steel,106,13,4,10,26.1,Morning,Mon,188.2,12.08
J00883,Welding,B,Plastic,240,3,1,9,19.9,Night,Thu,642.1,108.53
J00884,Welding,D,Aluminum,87,13,5,8,24.2,Evening,Wed,248.7,48.11
J00885,Lathe,A,Steel,250,12,3,9,28.4,Night,Thu,590.2,55.05
J00886,CNC,B,Plastic,288,13,4,4,29.3,Evening,Mon,504.1,60.04
J00887,Lathe,D,Composite,43,11,4,9,31.1,Morning,Mon,116.7,11.44
J00888,Assembly,B,Plastic,77,1,2,6,21.9,Evening,Fri,119.4,7.21
J00889,Welding,C,Steel,418,8,5,1,34.1,Evening,Fri,1401.4,281.02
J00890,CNC,D,Steel,423,12,4,1,28.5,Evening,Sat,951.9,137.52
J00891,Assembly,D,Steel,385,15,2,3,22.0,Evening,Mon,612.1,39.46
J00892,Welding,D,Steel,177,12,4,10,23.6,Morning,Mon,612.0,121.89
J00893,Lathe,A,Composite,466,10,5,7,36.2,Morning,Thu,993.8,91.68
J00894,Press,B,Plastic,96,3,4,3,33.3,Evening,Thu,112.7,17.33
J00895,Welding,E,Plastic,419,5,3,9,28.1,Morning,Tue,984.0,177.32
J00896,Assembly,D,Aluminum,273,4,2,2,20.5,Night,Sat,477.8,28.01
J00897,Lathe,E,Aluminum,43,7,2,7,30.1,Morning,Tue,96.7,8.69
J00898,Press,E,Composite,89,15,2,6,32.2,Evening,Thu,116.4,20.23
J00899,CNC,B,Steel,436,5,3,8,31.3,Evening,Fri,1378.5,199.96
J00900,CNC,E,Plastic,379,2,1,10,31.7,Evening,Fri,870.5,107.23
J00901,Assembly,D,Composite,155,4,2,8,31.5,Morning,Thu,283.1,18.27
J00902,Lathe,D,Plastic,160,5,2,8,33.4,Morning,Tue,285.0,22.37
J00903,Assembly,A,Steel,102,11,3,1,32.1,Morning,Tue,200.2,14.48
J00904,Welding,B,Steel,176,12,1,6,23.4,Evening,Mon,545.0,115.96
J00905,Press,B,Composite,26,3,5,7,23.5,Night,Mon,80.9,15.29
J00906,Lathe,E,Plastic,211,9,2,5,29.6,Evening,Thu,312.1,26.61
J00907,CNC,E,Steel,378,9,4,2,28.0,Night,Sun,990.8,139.35
J00908,Lathe,E,Steel,171,8,2,3,27.8,Evening,Fri,364.3,33.82
J00909,Press,E,Aluminum,337,0,5,5,26.3,Night,Wed,451.4,74.77
J00910,Assembly,B,Plastic,441,2,1,9,34.6,Evening,Fri,603.0,32.64
J00911,CNC,B,Steel,22,4,1,1,29.7,Evening,Wed,69.2,10.98
J00912,Welding,C,Aluminum,152,6,4,8,26.3,Evening,Sun,490.2,93.93
J00913,Assembly,B,Plastic,236,11,5,10,26.7,Evening,Wed,322.8,18.17
J00914,Press,E,Composite,205,0,5,8,20.0,Morning,Wed,327.2,56.93
J00915,Press,D,Plastic,228,8,1,10,28.9,Night,Thu,240.1,34.07
J00916,Welding,C,Composite,245,15,2,6,29.6,Evening,Fri,710.2,147.56
J00917,Assembly,B,Plastic,46,4,1,8,34.3,Evening,Sat,67.9,4.1
J00918,Press,B,Composite,226,7,4,7,29.5,Morning,Wed,312.8,54.89
J00919,Lathe,A,Composite,334,15,2,2,28.9,Evening,Fri,544.1,47.21
J00920,Assembly,A,Composite,120,3,5,4,34.2,Morning,Mon,245.9,15.99
J00921,CNC,B,Steel,13,11,2,4,37.9,Evening,Sat,49.1,8.69
J00922,Assembly,E,Aluminum,493,0,4,1,25.5,Night,Thu,876.5,52.86
J00923,Assembly,B,Aluminum,272,10,4,5,33.3,Evening,Mon,407.9,25.74
J00924,Assembly,C,Composite,438,10,4,2,19.7,Evening,Wed,679.6,47.17
J00925,Assembly,B,Plastic,473,5,3,7,23.3,Morning,Mon,558.8,30.63
J00926,CNC,E,Steel,126,5,2,6,31.6,Evening,Thu,423.0,59.24
J00927,Assembly,C,Steel,227,15,3,4,26.6,Evening,Wed,385.2,24.07
J00928,Press,B,Composite,355,11,5,10,21.3,Night,Mon,583.4,96.88
J00929,Lathe,A,Aluminum,34,5,5,8,30.2,Evening,Wed,112.2,10.64
J00930,Welding,B,Plastic,17,14,2,3,22.4,Morning,Thu,50.3,10.4
J00931,Welding,A,Plastic,176,0,2,7,26.9,Morning,Sun,407.8,72.72
J00932,Assembly,A,Plastic,258,13,3,6,28.3,Evening,Sun,295.1,14.39
J00933,Press,B,Plastic,200,0,2,1,22.3,Morning,Thu,200.7,27.61
J00934,Welding,A,Aluminum,58,9,5,3,28.6,Evening,Mon,185.0,37.34
J00935,Assembly,E,Composite,41,0,5,9,25.1,Evening,Sun,122.7,8.1
J00936,Lathe,E,Aluminum,66,8,3,6,32.7,Night,Wed,150.3,13.06
J00937,Assembly,D,Composite,313,15,2,7,33.0,Morning,Sat,523.2,33.59
J00938,Press,D,Steel,40,4,3,1,28.8,Morning,Mon,74.4,15.08
J00939,Welding,D,Aluminum,39,2,5,4,31.2,Night,Mon,155.9,32.72
J00940,CNC,D,Aluminum,217,6,3,1,24.3,Evening,Fri,492.0,63.42
J00941,Press,D,Aluminum,447,6,1,7,28.5,Morning,Wed,457.5,67.81
J00942,Assembly,E,Aluminum,462,0,2,7,31.8,Night,Sat,936.9,54.93
J00943,Press,B,Aluminum,218,4,2,1,24.8,Evening,Thu,258.6,44.13
J00944,Lathe,A,Steel,19,12,2,1,37.6,Morning,Thu,53.3,5.58
J00945,Assembly,D,Plastic,62,9,4,2,32.1,Night,Wed,103.6,5.71
J00946,CNC,A,Plastic,476,3,4,2,19.8,Morning,Fri,906.8,103.59
J00947,Lathe,B,Composite,74,2,3,2,29.7,Night,Sun,188.0,18.11
J00948,Welding,B,Steel,88,3,1,5,22.8,Evening,Tue,331.7,72.71
J00949,Lathe,A,Aluminum,196,14,2,1,27.4,Night,Mon,337.2,31.07
J00950,CNC,B,Plastic,473,5,3,9,24.3,Morning,Fri,926.8,107.45
J00951,Press,D,Aluminum,83,1,2,1,24.8,Evening,Fri,117.6,19.61
J00952,Assembly,B,Plastic,344,1,4,3,31.6,Evening,Fri,459.1,24.73
J00953,CNC,E,Composite,116,10,1,2,29.7,Morning,Sun,280.9,39.03
J00954,Welding,E,Aluminum,22,4,3,3,28.9,Morning,Mon,82.1,18.36
J00955,CNC,C,Composite,73,4,2,2,23.0,Morning,Wed,205.5,28.7
J00956,Lathe,C,Composite,459,11,2,5,26.6,Morning,Tue,940.4,83.82
J00957,Assembly,E,Steel,401,11,2,5,27.2,Evening,Mon,702.2,46.03
J00958,CNC,B,Composite,225,5,1,10,29.1,Morning,Mon,648.9,90.67
J00959,Press,E,Plastic,479,4,4,8,28.2,Morning,Tue,477.8,65.73
J00960,Assembly,A,Composite,389,12,3,10,38.1,Morning,Thu,597.8,36.35
J00961,Press,A,Aluminum,23,2,5,2,25.2,Morning,Wed,68.8,12.1
J00962,Press,C,Steel,400,4,4,4,31.8,Night,Mon,658.7,113.13
J00963,Welding,A,Aluminum,27,5,1,1,24.6,Morning,Fri,74.9,15.93
J00964,Assembly,C,Composite,404,11,5,10,13.6,Morning,Mon,712.0,46.67
J00965,Assembly,B,Composite,35,5,4,4,29.6,Night,Mon,89.5,6.46
J00966,Press,B,Composite,338,14,3,8,27.4,Evening,Fri,397.3,59.37
J00967,CNC,E,Composite,343,14,5,9,27.2,Evening,Sat,888.8,120.24
J00968,Welding,C,Composite,467,13,1,1,24.1,Night,Wed,1294.5,242.82
J00969,CNC,C,Plastic,50,14,2,8,33.2,Evening,Sun,110.1,13.49
J00970,CNC,E,Plastic,424,1,4,5,32.7,Evening,Sun,880.0,101.77
J00971,Assembly,D,Steel,386,11,2,4,33.0,Evening,Fri,708.8,46.89
J00972,Lathe,E,Steel,325,0,4,9,27.4,Evening,Sat,849.6,78.68
J00973,CNC,A,Aluminum,471,8,4,9,30.7,Night,Tue,1282.6,158.85
J00974,Lathe,C,Composite,80,11,1,3,28.3,Night,Sun,152.5,14.44
J00975,Assembly,B,Steel,412,12,4,3,38.4,Evening,Sun,675.0,45.76
J00976,Welding,A,Steel,109,13,5,1,32.7,Night,Fri,358.9,79.17
J00977,Press,B,Aluminum,72,11,4,1,34.9,Morning,Fri,108.6,18.16
J00978,Assembly,E,Steel,271,3,2,7,32.4,Morning,Mon,516.6,33.05
J00979,Lathe,A,Plastic,203,11,5,7,27.4,Evening,Sat,332.2,26.77
J00980,CNC,B,Aluminum,441,7,3,10,34.9,Morning,Fri,1091.2,137.75
J00981,Assembly,D,Aluminum,293,1,4,10,22.3,Night,Wed,570.3,35.16
J00982,CNC,C,Composite,41,5,3,10,30.5,Evening,Mon,140.9,20.68
J00983,Welding,A,Composite,167,8,2,2,31.0,Morning,Wed,474.2,96.8
J00984,CNC,A,Steel,236,15,4,2,20.5,Evening,Wed,576.4,80.71
J00985,Welding,B,Aluminum,249,12,1,8,27.4,Evening,Sun,638.4,134.26
J00986,Lathe,C,Plastic,101,7,4,10,23.7,Morning,Tue,201.4,16.69
J00987,CNC,D,Plastic,420,5,2,2,30.5,Evening,Mon,857.4,97.8
J00988,Lathe,C,Aluminum,24,6,1,5,24.4,Night,Tue,56.2,5.87
J00989,Lathe,E,Aluminum,28,3,4,7,30.3,Night,Sun,91.6,8.68
J00990,CNC,C,Aluminum,38,5,4,1,32.2,Night,Sun,123.0,17.34
J00991,Welding,B,Steel,132,2,1,6,33.0,Night,Wed,532.0,113.03
J00992,Welding,A,Composite,276,14,3,8,29.2,Evening,Tue,787.3,153.92
J00993,Lathe,C,Composite,337,6,2,9,30.4,Night,Thu,739.9,65.18
J00994,Assembly,A,Plastic,265,0,2,3,24.6,Night,Fri,366.0,20.67
J00995,Assembly,E,Steel,183,9,3,8,27.1,Morning,Wed,338.5,23.3
J00996,Assembly,D,Plastic,285,7,4,2,29.2,Night,Fri,354.2,19.13
J00997,Lathe,C,Steel,261,6,5,2,25.8,Evening,Tue,600.3,59.71
J00998,Assembly,D,Aluminum,156,12,5,10,32.5,Night,Sun,265.0,16.98
J00999,Press,D,Aluminum,440,0,2,10,31.8,Morning,Wed,634.5,97.93
J01000,CNC,B,Composite,217,7,4,9,27.8,Evening,Mon,565.6,75.29
J01001,CNC,A,Composite,32,1,5,7,33.1,Morning,Thu,124.4,17.35
J01002,CNC,C,Plastic,90,12,3,7,24.6,Evening,Sat,185.5,22.35
J01003,Lathe,A,Aluminum,425,4,4,2,29.8,Evening,Wed,826.4,70.33
J01004,Assembly,B,Aluminum,37,15,2,8,28.7,Morning,Mon,62.4,4.6
J01005,Welding,D,Composite,55,7,2,6,25.5,Evening,Thu,181.6,37.92
J01006,Assembly,B,Plastic,441,3,4,5,28.6,Morning,Sat,552.3,28.58
J01007,Press,A,Steel,486,6,2,3,31.0,Night,Thu,709.7,119.46
J01008,CNC,B,Composite,459,15,3,9,24.0,Night,Mon,1068.3,144.88
J01009,Press,E,Plastic,84,7,2,3,32.1,Evening,Tue,83.2,13.25
J01010,Welding,C,Plastic,482,8,5,2,26.8,Morning,Sun,1021.0,171.67
J01011,Lathe,D,Composite,190,4,5,3,31.3,Evening,Thu,424.4,36.66
J01012,Press,B,Composite,81,10,5,5,29.8,Morning,Mon,143.5,24.6
J01013,Lathe,E,Aluminum,134,4,4,1,23.8,Evening,Sat,297.2,25.18
J01014,Assembly,E,Composite,11,8,1,2,24.8,Morning,Fri,23.5,1.91
J01015,Welding,E,Steel,132,2,4,3,24.1,Evening,Sun,437.6,91.87
J01016,Press,D,Plastic,274,3,2,5,20.9,Morning,Sun,277.6,40.67
J01017,Assembly,D,Aluminum,395,6,3,7,29.0,Night,Mon,642.7,40.71
J01018,CNC,C,Aluminum,200,4,1,10,32.9,Morning,Thu,512.9,61.88
J01019,Welding,C,Aluminum,142,8,3,10,25.7,Evening,Tue,436.5,88.28
J01020,Lathe,B,Plastic,477,8,5,1,29.8,Evening,Tue,715.4,53.67
J01021,Welding,C,Plastic,277,5,2,5,26.3,Morning,Fri,626.1,106.95
J01022,Lathe,B,Steel,316,11,5,10,28.7,Evening,Tue,694.8,63.73
J01023,CNC,E,Composite,289,1,4,5,24.4,Morning,Wed,831.9,105.42
J01024,CNC,B,Composite,202,15,1,4,29.4,Morning,Tue,450.0,63.2
J01025,Lathe,E,Composite,120,11,1,2,25.1,Morning,Wed,208.4,20.41
J01026,CNC,B,Composite,81,13,2,4,27.3,Evening,Tue,194.5,26.29
J01027,CNC,D,Steel,383,9,4,7,26.1,Morning,Sat,1115.4,167.14
J01028,Welding,A,Aluminum,117,2,3,3,34.1,Evening,Sun,373.4,68.32
J01029,Lathe,C,Composite,19,15,1,5,26.3,Morning,Wed,40.1,4.11
J01030,CNC,E,Aluminum,235,9,3,9,29.7,Evening,Thu,540.9,65.23
J01031,CNC,D,Steel,250,1,3,2,30.4,Morning,Wed,668.9,90.6
J01032,Welding,E,Steel,289,3,4,2,29.4,Morning,Thu,909.1,185.57
J01033,Welding,C,Aluminum,428,3,2,5,30.2,Morning,Sat,1251.8,245.9
J01034,Lathe,D,Steel,182,15,1,2,26.1,Morning,Wed,366.9,36.18
J01035,Press,B,Plastic,409,9,3,6,25.0,Morning,Fri,420.8,59.04
J01036,CNC,B,Composite,432,8,2,10,36.0,Night,Fri,1195.0,159.65
J01037,Assembly,A,Steel,430,13,5,9,28.1,Evening,Fri,753.2,50.28
J01038,CNC,C,Aluminum,184,13,1,3,28.6,Morning,Sat,371.6,45.98
J01039,Lathe,A,Aluminum,441,3,1,3,24.6,Morning,Wed,879.8,73.55
J01040,CNC,C,Composite,213,9,5,10,27.4,Morning,Tue,598.2,85.61
J01041,Press,C,Plastic,182,5,3,1,25.1,Evening,Tue,190.5,28.71
J01042,Assembly,A,Aluminum,82,14,1,1,31.8,Morning,Fri,112.7,6.69
J01043,Welding,E,Aluminum,143,10,4,5,33.8,Night,Sun,429.2,80.24
J01044,Assembly,E,Aluminum,369,14,2,4,28.6,Evening,Sat,521.8,30.87
J01045,Assembly,A,Steel,384,4,4,6,25.9,Morning,Mon,692.4,47.73
J01046,Assembly,A,Aluminum,375,3,3,7,22.9,Morning,Sun,655.0,40.46
J01047,Welding,C,Aluminum,232,15,2,4,28.1,Night,Thu,617.1,117.96
J01048,Assembly,B,Aluminum,107,7,4,5,28.5,Night,Sat,193.8,11.26
J01049,Welding,D,Composite,170,11,1,2,33.6,Morning,Sun,530.5,104.06
J01050,Press,D,Plastic,77,2,5,3,27.1,Morning,Sat,112.8,18.64
J01051,Assembly,C,Aluminum,365,1,2,4,22.3,Evening,Thu,603.2,36.34
J01052,Lathe,B,Plastic,319,14,5,3,29.6,Evening,Sat,458.3,34.69
J01053,Press,D,Composite,45,3,2,9,27.1,Morning,Thu,78.0,14.15
J01054,Welding,B,Steel,383,15,4,2,24.2,Night,Sat,1245.9,270.31
J01055,Assembly,E,Aluminum,258,8,3,9,25.5,Morning,Thu,418.8,25.03
J01056,CNC,B,Composite,50,11,3,9,17.4,Morning,Sat,148.2,22.05
J01057,Assembly,D,Composite,33,9,5,10,30.1,Morning,Tue,97.6,6.63
J01058,Assembly,C,Steel,257,5,1,6,35.0,Evening,Tue,486.8,31.45
J01059,Welding,C,Composite,456,3,4,7,28.5,Evening,Wed,1564.0,306.51
J01060,CNC,E,Aluminum,325,9,2,2,24.6,Morning,Thu,718.9,91.15
J01061,Assembly,E,Composite,320,11,1,4,27.1,Night,Thu,477.8,30.62
J01062,Lathe,C,Steel,440,6,3,9,24.6,Morning,Tue,1010.9,92.61
J01063,Lathe,B,Steel,83,9,3,8,21.5,Morning,Thu,194.1,17.91
J01064,Welding,A,Composite,416,10,2,9,27.3,Night,Thu,1333.5,276.42
J01065,Press,D,Plastic,199,10,4,1,28.6,Evening,Fri,185.0,29.48
J01066,Welding,D,Plastic,258,15,2,10,22.6,Morning,Fri,594.2,105.54
J01067,CNC,A,Aluminum,247,2,5,5,27.6,Morning,Fri,638.5,88.4
J01068,Assembly,A,Plastic,202,4,1,6,25.1,Morning,Mon,288.1,15.71
J01069,CNC,E,Steel,359,15,5,4,25.6,Morning,Wed,903.2,127.44
J01070,Press,A,Plastic,307,9,1,4,30.3,Morning,Sat,237.8,34.91
J01071,Assembly,C,Steel,131,13,4,5,26.9,Morning,Mon,227.1,15.15
J01072,Welding,C,Aluminum,290,2,3,6,26.0,Evening,Wed,843.7,163.08
J01073,Assembly,D,Aluminum,316,3,4,10,30.1,Evening,Tue,590.5,32.72
J01074,Assembly,A,Aluminum,136,4,3,5,28.4,Evening,Sat,234.1,13.51
J01075,CNC,E,Plastic,369,0,2,1,25.2,Evening,Tue,722.9,85.41
J01076,Lathe,B,Aluminum,59,12,1,5,32.3,Night,Sun,118.5,10.51
J01077,Assembly,C,Steel,88,2,2,8,25.0,Evening,Thu,186.0,12.19
J01078,CNC,B,Plastic,65,15,2,10,28.1,Morning,Sat,122.2,15.79
J01079,Assembly,D,Plastic,27,12,3,4,22.6,Morning,Thu,51.5,3.46
J01080,Welding,A,Aluminum,198,12,2,3,30.1,Evening,Tue,537.4,96.45
J01081,CNC,A,Steel,284,6,1,3,38.3,Evening,Tue,863.3,124.84
J01082,Welding,E,Steel,366,12,3,7,32.6,Evening,Fri,1203.8,247.09
J01083,Lathe,C,Composite,208,11,2,2,21.3,Evening,Tue,424.3,39.56
J01084,Lathe,A,Aluminum,454,3,3,8,26.1,Morning,Thu,868.4,80.25
J01085,Assembly,B,Steel,45,15,5,10,24.9,Evening,Tue,108.1,7.77
J01086,Press,C,Plastic,233,8,4,9,27.0,Morning,Thu,273.3,38.08
J01087,Lathe,D,Aluminum,398,3,2,10,25.2,Morning,Wed,864.7,70.45
J01088,CNC,D,Composite,388,3,4,10,21.0,Morning,Tue,1162.4,152.0
J01089,Assembly,D,Steel,305,7,4,10,29.5,Morning,Sun,612.0,42.23
J01090,CNC,D,Steel,380,14,5,3,34.3,Night,Sun,1051.3,153.57
J01091,CNC,D,Steel,200,14,3,10,31.5,Evening,Sun,571.0,77.37
J01092,Welding,B,Steel,344,6,2,5,33.5,Night,Mon,1265.9,267.29
J01093,Lathe,E,Plastic,488,3,4,1,16.3,Night,Sun,771.0,57.3
J01094,CNC,A,Aluminum,72,0,3,10,28.9,Evening,Thu,230.4,31.51
J01095,Welding,D,Composite,196,9,4,8,27.8,Morning,Sat,630.5,125.45
J01096,CNC,B,Steel,270,1,2,10,20.1,Morning,Mon,765.1,101.99
J01097,Assembly,B,Composite,474,11,5,6,28.6,Morning,Sun,734.1,44.55
J01098,CNC,E,Composite,227,1,4,2,25.1,Night,Tue,610.4,80.91
J01099,Assembly,C,Plastic,216,13,1,7,23.0,Night,Fri,228.4,12.6
J01100,CNC,E,Plastic,151,13,3,3,29.0,Evening,Fri,276.6,33.76
J01101,Assembly,C,Plastic,417,5,1,6,24.6,Night,Thu,506.1,27.49
J01102,Lathe,A,Composite,298,3,3,5,28.2,Evening,Tue,638.0,57.15
J01103,Welding,A,Composite,494,7,4,5,25.9,Night,Fri,1490.4,304.17
J01104,CNC,D,Aluminum,351,1,3,3,30.1,Evening,Mon,843.6,99.98
J01105,Lathe,B,Composite,259,5,4,1,23.9,Morning,Sun,549.3,51.12
J01106,Welding,C,Composite,313,15,5,2,30.2,Morning,Wed,863.7,179.97
J01107,Welding,C,Composite,95,13,1,5,28.7,Evening,Sat,259.9,56.97
J01108,Welding,B,Aluminum,360,10,5,9,23.0,Night,Thu,1179.7,231.34
J01109,Press,B,Aluminum,455,11,4,5,23.3,Evening,Tue,540.8,90.05
J01110,Assembly,B,Composite,421,12,5,1,29.8,Night,Thu,676.6,43.23
J01111,Press,A,Steel,446,11,4,2,26.6,Morning,Sat,574.5,95.89
J01112,CNC,E,Aluminum,268,0,5,2,30.7,Morning,Sun,681.6,85.12
J01113,Welding,B,Steel,294,6,2,1,32.0,Night,Sat,1022.3,207.55
J01114,Assembly,C,Aluminum,271,2,5,9,28.2,Evening,Wed,486.5,28.13
J01115,Press,E,Steel,414,10,1,9,29.4,Morning,Fri,564.3,95.87
J01116,CNC,E,Aluminum,284,11,3,7,26.9,Morning,Mon,660.6,80.71
J01117,Welding,C,Steel,441,13,5,10,30.9,Morning,Sat,1497.7,315.84
J01118,Assembly,C,Plastic,455,1,2,3,26.5,Morning,Sun,593.0,32.81
J01119,Assembly,B,Aluminum,59,14,4,6,29.0,Night,Tue,114.1,6.87
J01120,Lathe,E,Composite,378,6,1,6,27.4,Morning,Mon,779.4,66.45
J01121,Welding,B,Composite,157,8,2,1,29.7,Morning,Sat,425.1,74.82
J01122,Lathe,C,Composite,122,3,5,1,31.2,Night,Wed,316.8,29.56
J01123,Assembly,E,Steel,252,6,3,3,25.8,Night,Tue,499.9,33.77
J01124,CNC,A,Composite,324,1,3,10,28.9,Evening,Tue,983.7,139.39
J01125,Welding,C,Composite,204,11,1,5,34.2,Evening,Wed,628.9,134.24
J01126,Welding,D,Plastic,112,14,2,7,23.7,Morning,Sun,245.7,42.24
J01127,Press,A,Aluminum,250,9,2,6,27.6,Night,Fri,304.0,47.43
J01128,Press,E,Composite,203,1,3,1,25.4,Morning,Thu,278.7,46.25
J01129,Lathe,E,Steel,482,3,2,3,21.8,Evening,Thu,1189.9,111.55
J01130,Welding,B,Plastic,118,7,1,7,28.9,Morning,Fri,283.0,49.58
J01131,Press,D,Plastic,240,13,1,7,26.1,Evening,Fri,228.0,32.82
J01132,CNC,A,Steel,272,8,3,3,28.5,Morning,Wed,729.1,109.73
J01133,Assembly,B,Steel,271,1,5,7,34.4,Night,Thu,675.5,42.72
J01134,Welding,D,Composite,475,0,1,1,33.8,Night,Fri,1470.2,332.31
J01135,Lathe,D,Aluminum,351,2,5,2,28.5,Evening,Wed,739.6,68.53
J01136,CNC,C,Plastic,339,15,1,5,29.9,Night,Fri,654.0,73.83
J01137,Welding,D,Aluminum,232,0,4,7,28.8,Evening,Fri,726.6,145.43
J01138,CNC,E,Plastic,89,5,3,10,23.2,Morning,Tue,199.5,24.48
J01139,CNC,D,Steel,474,6,4,6,24.1,Morning,Fri,1351.8,178.18
J01140,Assembly,C,Composite,235,3,3,10,25.8,Morning,Wed,455.9,29.14
J01141,Lathe,E,Steel,30,15,3,10,29.1,Morning,Tue,85.7,8.43
J01142,Assembly,A,Steel,152,3,2,6,27.9,Night,Thu,309.4,19.88
J01143,Press,B,Aluminum,422,3,4,3,24.0,Night,Wed,550.5,88.73
J01144,Welding,E,Composite,315,0,2,10,29.8,Morning,Tue,1032.8,198.52
J01145,CNC,A,Composite,17,12,2,3,38.3,Morning,Sat,57.4,9.19
J01146,Welding,B,Aluminum,381,1,1,5,30.1,Evening,Mon,1149.6,223.73
J01147,CNC,A,Steel,402,14,5,2,27.5,Evening,Sun,888.8,119.77
J01148,CNC,C,Steel,15,3,3,10,23.0,Night,Sat,73.2,11.35
J01149,Assembly,B,Plastic,48,11,3,3,21.0,Morning,Wed,77.4,4.94
J01150,Lathe,E,Plastic,61,13,5,4,11.8,Evening,Sun,139.0,12.47
J01151,Assembly,E,Aluminum,78,3,4,2,29.9,Morning,Mon,139.5,8.94
J01152,CNC,C,Plastic,493,10,1,5,27.4,Night,Fri,946.5,111.38
J01153,CNC,C,Aluminum,423,14,2,7,21.2,Evening,Sat,938.6,120.99
J01154,Welding,D,Composite,473,6,3,6,34.4,Evening,Tue,1470.9,273.37
J01155,Welding,A,Aluminum,346,0,3,8,27.7,Evening,Tue,1098.3,224.98
J01156,Lathe,C,Steel,182,14,2,4,29.2,Morning,Sat,357.4,33.96
J01157,CNC,B,Plastic,325,11,5,10,30.5,Morning,Sun,660.2,80.28
J01158,Welding,A,Plastic,442,12,1,1,20.5,Morning,Sat,789.9,133.83
J01159,Press,A,Plastic,134,1,2,10,30.5,Evening,Mon,156.9,23.99
J01160,Lathe,D,Steel,245,9,1,5,25.6,Morning,Sat,568.4,54.58
J01161,Lathe,D,Steel,40,2,4,7,27.9,Morning,Fri,121.7,11.99
J01162,Lathe,E,Composite,106,1,2,4,24.9,Evening,Sun,252.7,23.06
J01163,Lathe,C,Steel,64,1,2,5,24.7,Morning,Mon,159.5,17.39
J01164,Lathe,E,Plastic,296,10,2,1,27.0,Morning,Wed,420.8,32.36
J01165,Welding,E,Steel,284,3,5,2,27.7,Evening,Fri,1017.6,214.68
J01166,Press,D,Steel,95,14,2,7,33.7,Morning,Fri,134.6,23.78
J01167,Welding,D,Steel,458,0,1,1,26.5,Morning,Fri,1582.7,315.96
J01168,Press,E,Plastic,162,15,3,1,28.1,Morning,Sun,151.5,22.74
J01169,Welding,A,Plastic,307,13,2,3,28.5,Morning,Sun,570.1,100.02
J01170,Assembly,A,Steel,117,8,5,8,31.4,Evening,Thu,265.6,18.45
J01171,Welding,A,Steel,23,2,3,3,34.3,Night,Thu,108.0,24.33
J01172,Assembly,D,Steel,433,6,5,4,26.0,Morning,Sat,813.6,58.99
J01173,Press,E,Composite,79,10,4,4,28.4,Morning,Thu,113.8,18.66
J01174,Welding,D,Steel,484,3,5,5,29.4,Night,Sat,1760.0,355.06
J01175,Lathe,B,Aluminum,339,6,2,7,33.6,Evening,Sat,726.9,62.95
J01176,CNC,C,Composite,487,8,5,10,27.4,Morning,Sat,1312.5,178.15
J01177,Welding,C,Aluminum,198,0,1,2,26.4,Morning,Mon,573.5,115.99
J01178,Welding,C,Steel,290,6,4,1,33.7,Morning,Thu,928.8,196.82
J01179,Lathe,A,Composite,269,12,4,7,36.0,Evening,Thu,572.3,48.45
J01180,Press,A,Plastic,197,12,3,4,32.5,Evening,Fri,200.2,29.94
J01181,Lathe,C,Composite,278,12,4,10,32.1,Evening,Fri,641.5,57.85
J01182,Assembly,D,Steel,238,15,2,2,34.1,Evening,Thu,390.5,26.34
J01183,Assembly,A,Aluminum,406,9,1,8,29.1,Night,Sat,677.6,43.77
J01184,Assembly,C,Composite,51,12,2,10,28.5,Evening,Tue,100.4,6.67
J01185,Welding,D,Plastic,214,13,4,8,31.5,Morning,Wed,488.8,86.17
J01186,Welding,E,Composite,356,4,5,7,31.6,Morning,Thu,1222.8,244.32
J01187,Assembly,D,Plastic,62,9,1,1,31.1,Morning,Mon,76.0,4.78
J01188,CNC,D,Aluminum,93,12,5,9,26.4,Morning,Fri,233.5,31.65
J01189,Welding,C,Composite,421,6,3,5,26.8,Morning,Fri,1265.5,255.86
J01190,Lathe,A,Composite,460,4,1,10,31.3,Evening,Sun,1132.2,102.19
J01191,Lathe,B,Composite,86,10,1,6,25.9,Morning,Wed,181.6,16.77
J01192,CNC,C,Steel,303,7,2,5,30.4,Morning,Sat,829.2,119.05
J01193,Press,D,Aluminum,351,2,2,1,32.8,Evening,Wed,423.5,69.37
